,STS,NLI,left,right,left_num,right_num,id,left_lower,right_lower,left_strip,right_strip,left_strip_tokenized,right_strip_tokenized,left_strip_tokenized_noPunct,right_strip_tokenized_noPunct,left_POS_tags,right_POS_tags,left_strip_tokenized_noPunct_lemmat,right_strip_tokenized_noPunct_lemmat,left_strip_tokenized_noPunct_lemmat_noStopWords,right_strip_tokenized_noPunct_lemmat_noStopWords,left_strip_tokenized_noPunct_StopWords,right_strip_tokenized_noPunct_StopWords,jaccard_strip_tokenized,jaccard_strip_tokenized_noPunct_lemmat_noStopWords,jacckard_strip_tokenized_noPunct_lemmat,left_strip_tokenized_len,right_strip_tokenized_len,left-right,right-left,path_similarity,lch_similarity_nouns,lch_similarity_verbs,jcn_similarity_brown_nouns,jcn_similarity_brown_verbs,jcn_similarity_genesis_nouns,jcn_similarity_genesis_verbs,wup_similarity,path_similarity_root,lch_similarity_nouns_root,lch_similarity_verbs_root,wup_similarity_root,chunk1_maximum,chunk2_maximum,chunk1>chunk2,chunk2>chunk1,|chunk1-chunk2|,minimum_difference,maximum_difference
289,4,FORW,a brown and white horse       ,a brown horse                 ,5 6 7 8 9,4 5 6,205,a brown and white horse       ,a brown horse                 ,a brown and white horse,a brown horse,"['a', 'brown', 'and', 'white', 'horse']","['a', 'brown', 'horse']","['a', 'brown', 'and', 'white', 'horse']","['a', 'brown', 'horse']","('DT', 'NN', 'CC', 'JJ', 'NN')","('DT', 'JJ', 'NN')","['a', 'brown', 'and', 'white', 'horse']","['a', 'brown', 'horse']","['brown', 'white', 'horse']","['brown', 'horse']","['a', 'and']",['a'],0.6,0.6666666666666666,0.6,0.5,0.14285714285714285,0.7857142857142856,0.21428571428571425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14,0.0,0.0,0.0,0.0,0.8235294117647058
290,5,EQUI,riding on                     ,riding                        ,3 4,3,205,riding on                     ,riding                        ,riding on,riding,"['riding', 'on']",['riding'],"['riding', 'on']",['riding'],"('VBG', 'IN')","('VBG',)","['rid', 'on']",['rid'],['rid'],['rid'],['on'],[],0.5,1.0,0.5,0.125,0.0,0.7142857142857142,0.2857142857142857,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
291,4,SIMI,on a horse                    ,a tan horse                   ,7 8 9,4 5 6,206,on a horse                    ,a tan horse                   ,on a horse,a tan horse,"['on', 'a', 'horse']","['a', 'tan', 'horse']","['on', 'a', 'horse']","['a', 'tan', 'horse']","('IN', 'DT', 'NN')","('DT', 'JJ', 'NN')","['on', 'a', 'horse']","['a', 'tan', 'horse']",['horse'],"['tan', 'horse']","['on', 'a']",['a'],0.5,0.5,0.5,0.25,0.14285714285714285,0.6428571428571428,0.3571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14,0.0,0.0,0.0,0.0,0.8235294117647058
292,4,BACK,on the branch                 ,on branches                   ,5 6 7,8 9,207,on the branch                 ,on branches                   ,on the branch,on branches,"['on', 'the', 'branch']","['on', 'branches']","['on', 'the', 'branch']","['on', 'branches']","('IN', 'DT', 'NN')","('IN', 'NNS')","['on', 'the', 'branch']","['on', 'branch']",['branch'],['branch'],"['on', 'the']",['on'],0.25,1.0,0.6666666666666666,0.25,0.07142857142857142,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,8,0.0,0.0,0.0,0.0,0.3529411764705882
293,3,BACK,The bird                      ,A red and brown bird          ,1 2,1 2 3 4 5,207,the bird                      ,a red and brown bird          ,the bird,a red and brown bird,"['the', 'bird']","['a', 'red', 'and', 'brown', 'bird']","['the', 'bird']","['a', 'red', 'and', 'brown', 'bird']","('DT', 'NN')","('DT', 'JJ', 'CC', 'JJ', 'NN')","['the', 'bird']","['a', 'red', 'and', 'brown', 'bird']",['bird'],"['red', 'brown', 'bird']",['the'],"['a', 'and']",0.16666666666666666,0.3333333333333333,0.16666666666666666,0.125,0.2857142857142857,0.4285714285714285,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
294,5,EQUI,is sitting                    ,is perched                    ,3 4,6 7,207,is sitting                    ,is perched                    ,is sitting,is perched,"['is', 'sitting']","['is', 'perched']","['is', 'sitting']","['is', 'perched']","('VBZ', 'VBG')","('VBZ', 'VBN')","['be', 'sit']","['be', 'perch']",['sit'],['perch'],['is'],['is'],0.3333333333333333,0.0,0.3333333333333333,0.125,0.07142857142857142,0.6428571428571428,0.3571428571428571,0.5,0.0,0.7872539464466368,0.0,9.458313419163846e-301,0.0,9.336904676654811e-301,0.6666666666666666,0.5,0.0,0.7872539464466368,0.6666666666666666,4,15,0.0,1.0,0.9166666666666666,0.0,0.8823529411764706
295,4,FORW,A black and tan dog           ,A black dog                   ,1 2 3 4 5,1 2 3,208,a black and tan dog           ,a black dog                   ,a black and tan dog,a black dog,"['a', 'black', 'and', 'tan', 'dog']","['a', 'black', 'dog']","['a', 'black', 'and', 'tan', 'dog']","['a', 'black', 'dog']","('DT', 'JJ', 'CC', 'JJ', 'NN')","('DT', 'JJ', 'NN')","['a', 'black', 'and', 'tan', 'dog']","['a', 'black', 'dog']","['black', 'tan', 'dog']","['black', 'dog']","['a', 'and']",['a'],0.6,0.6666666666666666,0.6,0.5,0.14285714285714285,0.7857142857142856,0.21428571428571425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,13,0.0,0.0,0.0,0.0,0.7647058823529411
296,4,SIMI,at a black sheep              ,at a brown sheep              ,7 8 9 10,5 6 7 8,208,at a black sheep              ,at a brown sheep              ,at a black sheep,at a brown sheep,"['at', 'a', 'black', 'sheep']","['at', 'a', 'brown', 'sheep']","['at', 'a', 'black', 'sheep']","['at', 'a', 'brown', 'sheep']","('IN', 'DT', 'JJ', 'NN')","('IN', 'DT', 'JJ', 'NN')","['at', 'a', 'black', 'sheep']","['at', 'a', 'brown', 'sheep']","['black', 'sheep']","['brown', 'sheep']","['at', 'a']","['at', 'a']",0.6,0.3333333333333333,0.6,0.375,0.21428571428571427,0.6428571428571428,0.3571428571428571,1.0,1.0,0.45005942938814136,1.0,7.410612833016393e-302,1.0,6.112321070795682e-302,1.0,1.0,1.0,0.45005942938814136,1.0,15,15,0.0,0.0,0.0,0.0,0.8823529411764706
297,3,SIMI,on a dirt bike                ,on a motorbike                ,3 4 5 6,3 4 5,209,on a dirt bike                ,on a motorbike                ,on a dirt bike,on a motorbike,"['on', 'a', 'dirt', 'bike']","['on', 'a', 'motorbike']","['on', 'a', 'dirt', 'bike']","['on', 'a', 'motorbike']","('IN', 'DT', 'NN', 'NN')","('IN', 'DT', 'NN')","['on', 'a', 'dirt', 'bike']","['on', 'a', 'motorbike']","['dirt', 'bike']",['motorbike'],"['on', 'a']","['on', 'a']",0.4,0.0,0.4,0.375,0.14285714285714285,0.7142857142857142,0.2857142857142857,0.5,0.8094485875732267,0.6628054829415044,1.0,1.2816514251074105e-301,0.0,0.0,0.96,0.5,0.8094485875732267,0.6628054829415044,0.96,11,12,0.0,1.0,0.08333333333333333,0.0,0.7058823529411764
298,5,EQUI,a laptop                      ,a laptop computer             ,11 12,6 7 8,210,a laptop                      ,a laptop computer             ,a laptop,a laptop computer,"['a', 'laptop']","['a', 'laptop', 'computer']","['a', 'laptop']","['a', 'laptop', 'computer']","('DT', 'NN')","('DT', 'JJ', 'NN')","['a', 'laptop']","['a', 'laptop', 'computer']",['laptop'],"['laptop', 'computer']",['a'],['a'],0.6666666666666666,0.5,0.6666666666666666,0.125,0.14285714285714285,0.5714285714285714,0.4285714285714285,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,12,12,0.0,0.0,0.0,0.0,0.23529411764705882
299,5,EQUI,at a messy table              ,on a messy table              ,5 6 7 8,9 10 11 12,210,at a messy table              ,on a messy table              ,at a messy table,on a messy table,"['at', 'a', 'messy', 'table']","['on', 'a', 'messy', 'table']","['at', 'a', 'messy', 'table']","['on', 'a', 'messy', 'table']","('IN', 'DT', 'NN', 'NN')","('IN', 'DT', 'NN', 'NN')","['at', 'a', 'messy', 'table']","['on', 'a', 'messy', 'table']","['messy', 'table']","['messy', 'table']","['at', 'a']","['on', 'a']",0.6,1.0,0.6,0.375,0.21428571428571427,0.6428571428571428,0.3571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,8,0.0,0.0,0.0,0.0,0.47058823529411764
300,2,FORW,at barn animals               ,a sheep                       ,4 5 6,3 4,211,at barn animals               ,a sheep                       ,at barn animals,a sheep,"['at', 'barn', 'animals']","['a', 'sheep']","['at', 'barn', 'animals']","['a', 'sheep']","('IN', 'NN', 'NNS')","('DT', 'NN')","['at', 'barn', 'animal']","['a', 'sheep']","['barn', 'animal']",['sheep'],['at'],['a'],0.0,0.0,0.0,0.25,0.07142857142857142,0.7142857142857142,0.2857142857142857,0.2,0.5575533219658061,0.0,1.9272074913063072e-301,0.0,2.5535851213176076e-301,0.0,0.75,0.2,0.5575533219658061,0.0,0.75,8,15,0.0,1.0,0.5833333333333333,0.0,0.8823529411764706
301,4,BACK,Four children                 ,Children                      ,1 2,1,211,four children                 ,children                      ,four children,children,"['four', 'children']",['children'],"['four', 'children']",['children'],"('CD', 'NNS')","('NNS',)","['four', 'child']",['child'],"['four', 'child']",['child'],[],[],0.5,0.5,0.5,0.125,0.0,0.7142857142857142,0.2857142857142857,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,9,1.0,0.0,0.08333333333333333,0.0,0.5294117647058824
302,3,SIMI,next to a car                 ,next to a small red vehicle   ,7 8 9 10,6 7 8 9 10 11,212,next to a car                 ,next to a small red vehicle   ,next to a car,next to a small red vehicle,"['next', 'to', 'a', 'car']","['next', 'to', 'a', 'small', 'red', 'vehicle']","['next', 'to', 'a', 'car']","['next', 'to', 'a', 'small', 'red', 'vehicle']","('JJ', 'TO', 'DT', 'NN')","('JJ', 'TO', 'DT', 'JJ', 'JJ', 'NN')","['next', 'to', 'a', 'car']","['next', 'to', 'a', 'small', 'red', 'vehicle']","['next', 'car']","['next', 'small', 'red', 'vehicle']","['to', 'a']","['to', 'a']",0.42857142857142855,0.2,0.42857142857142855,0.375,0.3571428571428571,0.49999999999999994,0.49999999999999994,1.0,0.6979831568441129,0.0,5.989327161869245e-301,0.0,1.5552775012778782e-300,0.0,1.0,1.0,0.6979831568441129,0.0,1.0,11,8,1.0,0.0,0.25,0.0,0.6470588235294118
303,3,SIMI,A red and blue plane          ,A WWII fighter plane          ,1 2 3 4 5,1 2 3 4,213,a red and blue plane          ,a wwii fighter plane          ,a red and blue plane,a wwii fighter plane,"['a', 'red', 'and', 'blue', 'plane']","['a', 'wwii', 'fighter', 'plane']","['a', 'red', 'and', 'blue', 'plane']","['a', 'wwii', 'fighter', 'plane']","('DT', 'JJ', 'CC', 'JJ', 'NN')","('DT', 'NN', 'NN', 'NN')","['a', 'red', 'and', 'blue', 'plane']","['a', 'wwii', 'fighter', 'plane']","['red', 'blue', 'plane']","['wwii', 'fighter', 'plane']","['a', 'and']",['a'],0.2857142857142857,0.2,0.2857142857142857,0.5,0.21428571428571427,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,12,1.0,0.0,0.08333333333333333,0.0,0.7647058823529411
304,4,FORW,at a long table               ,at a table                    ,7 8 9 10,6 7 8,214,at a long table               ,at a table                    ,at a long table,at a table,"['at', 'a', 'long', 'table']","['at', 'a', 'table']","['at', 'a', 'long', 'table']","['at', 'a', 'table']","('IN', 'DT', 'JJ', 'NN')","('IN', 'DT', 'NN')","['at', 'a', 'long', 'table']","['at', 'a', 'table']","['long', 'table']",['table'],"['at', 'a']","['at', 'a']",0.75,0.5,0.75,0.375,0.14285714285714285,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,8,0.0,0.0,0.0,0.0,0.47058823529411764
305,4,BACK,in a restaurant               ,in an Italian restaurant      ,11 12 13,9 10 11 12,214,in a restaurant               ,in an italian restaurant      ,in a restaurant,in an italian restaurant,"['in', 'a', 'restaurant']","['in', 'an', 'italian', 'restaurant']","['in', 'a', 'restaurant']","['in', 'an', 'italian', 'restaurant']","('IN', 'DT', 'NN')","('IN', 'DT', 'JJ', 'NN')","['in', 'a', 'restaurant']","['in', 'an', 'italian', 'restaurant']",['restaurant'],"['italian', 'restaurant']","['in', 'a']","['in', 'an']",0.4,0.5,0.4,0.25,0.21428571428571427,0.5714285714285714,0.4285714285714285,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7,9,0.0,1.0,0.16666666666666666,0.0,0.4117647058823529
306,4,SIMI,Four women and two men        ,A group of people             ,1 2 3 4 5,1 2 3 4,214,four women and two men        ,a group of people             ,four women and two men,a group of people,"['four', 'women', 'and', 'two', 'men']","['a', 'group', 'of', 'people']","['four', 'women', 'and', 'two', 'men']","['a', 'group', 'of', 'people']","('CD', 'NNS', 'CC', 'CD', 'NNS')","('DT', 'NN', 'IN', 'NNS')","['four', 'woman', 'and', 'two', 'men']","['a', 'group', 'of', 'people']","['four', 'woman', 'two', 'men']","['group', 'people']",['and'],"['a', 'of']",0.0,0.0,0.0,0.5,0.21428571428571427,0.7142857142857142,0.2857142857142857,0.5,0.8094485875732267,0.0,3.2741521871597042e-301,0.0,4.655756798678021e-301,0.0,0.8571428571428571,0.5,0.8094485875732267,0.0,0.8571428571428571,14,8,1.0,0.0,0.5,0.0,0.7058823529411764
307,4,FORW,of a brown horse              ,of a horse                    ,3 4 5 6,4 5 6,215,of a brown horse              ,of a horse                    ,of a brown horse,of a horse,"['of', 'a', 'brown', 'horse']","['of', 'a', 'horse']","['of', 'a', 'brown', 'horse']","['of', 'a', 'horse']","('IN', 'DT', 'JJ', 'NN')","('IN', 'DT', 'NN')","['of', 'a', 'brown', 'horse']","['of', 'a', 'horse']","['brown', 'horse']",['horse'],"['of', 'a']","['of', 'a']",0.75,0.5,0.75,0.375,0.14285714285714285,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14,0.0,0.0,0.0,0.0,0.8235294117647058
308,5,EQUI,with a blue halter            ,wearing a blue halter         ,7 8 9 10,7 8 9 10,215,with a blue halter            ,wearing a blue halter         ,with a blue halter,wearing a blue halter,"['with', 'a', 'blue', 'halter']","['wearing', 'a', 'blue', 'halter']","['with', 'a', 'blue', 'halter']","['wearing', 'a', 'blue', 'halter']","('IN', 'DT', 'JJ', 'NN')","('VBG', 'DT', 'NN', 'NN')","['with', 'a', 'blue', 'halter']","['wear', 'a', 'blue', 'halter']","['blue', 'halter']","['wear', 'blue', 'halter']","['with', 'a']",['a'],0.6,0.6666666666666666,0.6,0.375,0.21428571428571427,0.6428571428571428,0.3571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,13,0.0,0.0,0.0,0.0,0.7647058823529411
309,5,EQUI,Close up                      ,A close up                    ,1 2,1 2 3,215,close up                      ,a close up                    ,close up,a close up,"['close', 'up']","['a', 'close', 'up']","['close', 'up']","['a', 'close', 'up']","('VB', 'RP')","('DT', 'NN', 'RP')","['close', 'up']","['a', 'close', 'up']",['close'],['close'],['up'],"['a', 'up']",0.6666666666666666,1.0,0.6666666666666666,0.125,0.14285714285714285,0.5714285714285714,0.4285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
310,4,SIMI,in a rural area               ,in a field                    ,7 8 9 10,6 7 8,216,in a rural area               ,in a field                    ,in a rural area,in a field,"['in', 'a', 'rural', 'area']","['in', 'a', 'field']","['in', 'a', 'rural', 'area']","['in', 'a', 'field']","('IN', 'DT', 'JJ', 'NN')","('IN', 'DT', 'NN')","['in', 'a', 'rural', 'area']","['in', 'a', 'field']","['rural', 'area']",['field'],"['in', 'a']","['in', 'a']",0.4,0.0,0.4,0.375,0.14285714285714285,0.7142857142857142,0.2857142857142857,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,6,9,0.0,1.0,0.25,0.0,0.5294117647058824
311,4,BACK,A sheep                       ,Woolly sheep                  ,1 2,1 2,217,a sheep                       ,woolly sheep                  ,a sheep,woolly sheep,"['a', 'sheep']","['woolly', 'sheep']","['a', 'sheep']","['woolly', 'sheep']","('DT', 'NN')","('RB', 'JJ')","['a', 'sheep']","['woolly', 'sheep']",['sheep'],"['woolly', 'sheep']",['a'],[],0.3333333333333333,0.5,0.3333333333333333,0.125,0.07142857142857142,0.6428571428571428,0.3571428571428571,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,15,15,0.0,0.0,0.0,0.0,0.8823529411764706
312,2,REL,at auction                    ,at auction house              ,7 8,3 4 5,217,at auction                    ,at auction house              ,at auction,at auction house,"['at', 'auction']","['at', 'auction', 'house']","['at', 'auction']","['at', 'auction', 'house']","('IN', 'NN')","('IN', 'NN', 'NN')","['at', 'auction']","['at', 'auction', 'house']",['auction'],"['auction', 'house']",['at'],['at'],0.6666666666666666,0.5,0.6666666666666666,0.125,0.14285714285714285,0.5714285714285714,0.4285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5294117647058824
313,2,REL,rides                         ,comes down                    ,3,3 4,218,rides                         ,comes down                    ,rides,comes down,['rides'],"['comes', 'down']",['rides'],"['comes', 'down']","('NNS',)","('VBZ', 'RP')",['ride'],"['come', 'down']",['ride'],['come'],[],['down'],0.0,0.0,0.0,0.0,0.07142857142857142,0.5714285714285714,0.4285714285714285,0.3333333333333333,0.2745031419918959,0.6628054829415044,6.121922362116435e-302,1.7431076923775558e-301,5.349690826318282e-302,1.5425850855093426e-301,0.5,0.3333333333333333,0.2745031419918959,0.6628054829415044,0.5,10,7,1.0,0.0,0.25,0.0,0.5882352941176471
314,3,FORW,on his tracks                 ,the track                     ,4 5 6,5 6,218,on his tracks                 ,the track                     ,on his tracks,the track,"['on', 'his', 'tracks']","['the', 'track']","['on', 'his', 'tracks']","['the', 'track']","('IN', 'PRP$', 'NNS')","('DT', 'NN')","['on', 'his', 'track']","['the', 'track']",['track'],['track'],"['on', 'his']",['the'],0.0,1.0,0.25,0.25,0.07142857142857142,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5294117647058824
315,5,EQUI,a train                       ,The train                     ,1 2,1 2,218,a train                       ,the train                     ,a train,the train,"['a', 'train']","['the', 'train']","['a', 'train']","['the', 'train']","('DT', 'NN')","('DT', 'NN')","['a', 'train']","['the', 'train']",['train'],['train'],['a'],['the'],0.3333333333333333,1.0,0.3333333333333333,0.125,0.07142857142857142,0.6428571428571428,0.3571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5294117647058824
316,4,FORW,A double decker red United bus,A double decker bus           ,1 2 3 4 5 6,1 2 3 4,219,a double decker red united bus,a double decker bus           ,a double decker red united bus,a double decker bus,"['a', 'double', 'decker', 'red', 'united', 'bus']","['a', 'double', 'decker', 'bus']","['a', 'double', 'decker', 'red', 'united', 'bus']","['a', 'double', 'decker', 'bus']","('DT', 'JJ', 'NN', 'VBD', 'JJ', 'NN')","('DT', 'JJ', 'NN', 'NN')","['a', 'double', 'decker', 'red', 'united', 'bus']","['a', 'double', 'decker', 'bus']","['double', 'decker', 'red', 'united', 'bus']","['double', 'decker', 'bus']",['a'],['a'],0.6666666666666666,0.6,0.6666666666666666,0.625,0.21428571428571427,0.7857142857142856,0.21428571428571425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,12,0.0,0.0,0.0,0.0,0.7058823529411764
317,5,EQUI,A tan puppy                   ,Tan puppy                     ,1 2 3,1 2,220,a tan puppy                   ,tan puppy                     ,a tan puppy,tan puppy,"['a', 'tan', 'puppy']","['tan', 'puppy']","['a', 'tan', 'puppy']","['tan', 'puppy']","('DT', 'NN', 'NN')","('NN', 'NN')","['a', 'tan', 'puppy']","['tan', 'puppy']","['tan', 'puppy']","['tan', 'puppy']",['a'],[],0.6666666666666666,1.0,0.6666666666666666,0.25,0.07142857142857142,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14,0.0,0.0,0.0,0.0,0.8235294117647058
318,4,SIMI,on a carpeted floor           ,on white carpeting            ,4 5 6 7,5 6 7,220,on a carpeted floor           ,on white carpeting            ,on a carpeted floor,on white carpeting,"['on', 'a', 'carpeted', 'floor']","['on', 'white', 'carpeting']","['on', 'a', 'carpeted', 'floor']","['on', 'white', 'carpeting']","('IN', 'DT', 'JJ', 'NN')","('IN', 'JJ', 'NN')","['on', 'a', 'carpeted', 'floor']","['on', 'white', 'carpeting']","['carpeted', 'floor']","['white', 'carpeting']","['on', 'a']",['on'],0.16666666666666666,0.0,0.16666666666666666,0.375,0.14285714285714285,0.7142857142857142,0.2857142857142857,1.0,0.5074317444173395,1.0,8.328462740747585e-302,1.0,5.832800426579592e-302,1.0,1.0,1.0,0.5074317444173395,1.0,1.0,12,12,0.0,0.0,0.0,0.0,0.7058823529411764
319,4,FORW,A young girl                  ,A woman                       ,1 2 3,1 2,221,a young girl                  ,a woman                       ,a young girl,a woman,"['a', 'young', 'girl']","['a', 'woman']","['a', 'young', 'girl']","['a', 'woman']","('DT', 'JJ', 'NN')","('DT', 'NN')","['a', 'young', 'girl']","['a', 'woman']","['young', 'girl']",['woman'],['a'],['a'],0.25,0.0,0.25,0.25,0.07142857142857142,0.7142857142857142,0.2857142857142857,0.5,0.8094485875732267,0.0,7.772657845647459e-301,0.0,5.469115152894238e-301,0.0,0.9473684210526315,0.5,0.8094485875732267,0.0,0.9473684210526315,12,12,0.0,0.0,0.0,0.0,0.7058823529411764
320,4,BACK,riding                        ,in riding                     ,4,3 4,221,riding                        ,in riding                     ,riding,in riding,['riding'],"['in', 'riding']",['riding'],"['in', 'riding']","('VBG',)","('IN', 'VBG')",['rid'],"['in', 'rid']",['rid'],['rid'],[],['in'],0.5,1.0,0.5,0.0,0.07142857142857142,0.5714285714285714,0.4285714285714285,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0
321,5,EQUI,Train                         ,a train                       ,1,1 2,222,train                         ,a train                       ,train,a train,['train'],"['a', 'train']",['train'],"['a', 'train']","('NN',)","('DT', 'NN')",['train'],"['a', 'train']",['train'],['train'],[],['a'],0.5,1.0,0.5,0.0,0.07142857142857142,0.5714285714285714,0.4285714285714285,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5294117647058824
322,5,EQUI,on a lawn                     ,on green grass                ,5 6 7,4 5 6,223,on a lawn                     ,on green grass                ,on a lawn,on green grass,"['on', 'a', 'lawn']","['on', 'green', 'grass']","['on', 'a', 'lawn']","['on', 'green', 'grass']","('IN', 'DT', 'NN')","('IN', 'JJ', 'NN')","['on', 'a', 'lawn']","['on', 'green', 'grass']",['lawn'],"['green', 'grass']","['on', 'a']",['on'],0.2,0.0,0.2,0.25,0.14285714285714285,0.6428571428571428,0.3571428571428571,0.25,0.6188971751464533,0.0,1.1714684456842733e-301,0.0,0.0,0.0,0.8235294117647058,0.25,0.6188971751464533,0.0,0.8235294117647058,8,10,0.0,1.0,0.16666666666666666,0.0,0.47058823529411764
323,5,EQUI,A blue bird                   ,Blue bird                     ,1 2 3,1 2,223,a blue bird                   ,blue bird                     ,a blue bird,blue bird,"['a', 'blue', 'bird']","['blue', 'bird']","['a', 'blue', 'bird']","['blue', 'bird']","('DT', 'JJ', 'NN')","('JJ', 'NN')","['a', 'blue', 'bird']","['blue', 'bird']","['blue', 'bird']","['blue', 'bird']",['a'],[],0.6666666666666666,1.0,0.6666666666666666,0.25,0.07142857142857142,0.7142857142857142,0.2857142857142857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,13,0.0,0.0,0.0,0.0,0.7647058823529411
324,4,FORW,A woman equestrian            ,The woman                     ,1 2 3,1 2,224,a woman equestrian            ,the woman                     ,a woman equestrian,the woman,"['a', 'woman', 'equestrian']","['the', 'woman']","['a', 'woman', 'equestrian']","['the', 'woman']","('DT', 'NN', 'NN')","('DT', 'NN')","['a', 'woman', 'equestrian']","['the', 'woman']","['woman', 'equestrian']",['woman'],['a'],['the'],0.25,0.5,0.25,0.25,0.07142857142857142,0.7142857142857142,0.2857142857142857,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,12,12,0.0,0.0,0.0,0.0,0.7058823529411764
325,4,BACK,a horse                       ,on the brown horse            ,5 6,5 6 7 8,224,a horse                       ,on the brown horse            ,a horse,on the brown horse,"['a', 'horse']","['on', 'the', 'brown', 'horse']","['a', 'horse']","['on', 'the', 'brown', 'horse']","('DT', 'NN')","('IN', 'DT', 'JJ', 'NN')","['a', 'horse']","['on', 'the', 'brown', 'horse']",['horse'],"['brown', 'horse']",['a'],"['on', 'the']",0.2,0.5,0.2,0.125,0.21428571428571427,0.49999999999999994,0.49999999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14,14,0.0,0.0,0.0,0.0,0.8235294117647058
326,4,BACK,the tracks                    ,on the railroad tracks        ,4 5,6 7 8 9,225,the tracks                    ,on the railroad tracks        ,the tracks,on the railroad tracks,"['the', 'tracks']","['on', 'the', 'railroad', 'tracks']","['the', 'tracks']","['on', 'the', 'railroad', 'tracks']","('DT', 'NNS')","('IN', 'DT', 'NN', 'NNS')","['the', 'track']","['on', 'the', 'railroad', 'track']",['track'],"['railroad', 'track']",['the'],"['on', 'the']",0.5,0.5,0.5,0.125,0.21428571428571427,0.49999999999999994,0.49999999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5294117647058824
327,4,BACK,Train                         ,A black steam train           ,1,1 2 3 4,225,train                         ,a black steam train           ,train,a black steam train,['train'],"['a', 'black', 'steam', 'train']",['train'],"['a', 'black', 'steam', 'train']","('NN',)","('DT', 'JJ', 'NN', 'NN')",['train'],"['a', 'black', 'steam', 'train']",['train'],"['black', 'steam', 'train']",[],['a'],0.25,0.3333333333333333,0.25,0.0,0.21428571428571427,0.4285714285714285,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,11,0.0,1.0,0.08333333333333333,0.0,0.5882352941176471
