,STS,NLI,left,right,left_num,right_num,id,left_lower,right_lower,left_strip,right_strip,left_strip_tokenized,right_strip_tokenized,left_strip_tokenized_noPunct,right_strip_tokenized_noPunct,left_POS_tags,right_POS_tags,left_strip_tokenized_noPunct_lemmat,right_strip_tokenized_noPunct_lemmat,left_strip_tokenized_noPunct_lemmat_noStopWords,right_strip_tokenized_noPunct_lemmat_noStopWords,left_strip_tokenized_noPunct_StopWords,right_strip_tokenized_noPunct_StopWords,jaccard_strip_tokenized,jaccard_strip_tokenized_noPunct_lemmat_noStopWords,jaccard_strip_tokenized_noPunct_lemmat,left_strip_tokenized_len,right_strip_tokenized_len,left-right,right-left,path_similarity,lch_similarity_nouns,lch_similarity_verbs,jcn_similarity_brown_nouns,jcn_similarity_brown_verbs,jcn_similarity_genesis_nouns,jcn_similarity_genesis_verbs,wup_similarity,path_similarity_root,lch_similarity_nouns_root,lch_similarity_verbs_root,wup_similarity_root,chunk1_maximum,chunk2_maximum,chunk1>chunk2,chunk2>chunk1,|chunk1-chunk2|,minimum_difference,maximum_difference
150,4,BACK,50th anniversary              ,On 50th anniversary           ,1 2,1 2 3,101,50th anniversary              ,on 50th anniversary           ,50th anniversary,on 50th anniversary,"['50th', 'anniversary']","['on', '50th', 'anniversary']","['50th', 'anniversary']","['on', '50th', 'anniversary']","('JJ', 'NN')","('IN', 'CD', 'NN')","['50th', 'anniversary']","['on', '50th', 'anniversary']","['50th', 'anniversary']","['50th', 'anniversary']",[],['on'],0.6666666666666666,1.0,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.4,0.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7,7,0.0,0.0,0.0,0.0,0.4117647058823529
151,3,BACK,remembered                    ,its first memorial            ,7,10 11 12,101,remembered                    ,its first memorial            ,remembered,its first memorial,['remembered'],"['its', 'first', 'memorial']",['remembered'],"['its', 'first', 'memorial']","('VBN',)","('PRP$', 'JJ', 'NN')",['remember'],"['it', 'first', 'memorial']",['remember'],"['first', 'memorial']",[],['its'],0.0,0.0,0.0,0.0,0.2857142857142857,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,4,9,0.0,1.0,0.29411764705882354,0.0,0.5294117647058824
152,5,EQUI,of JFK 's death               ,of JFK death                  ,3 4 5 6,4 5 6,101,of jfk 's death               ,of jfk death                  ,of jfk 's death,of jfk death,"['of', 'jfk', ""'s"", 'death']","['of', 'jfk', 'death']","['of', 'jfk', 'death']","['of', 'jfk', 'death']","('IN', 'NNS', 'NN')","('IN', 'NNS', 'NN')","['of', 'jfk', 'death']","['of', 'jfk', 'death']","['jfk', 'death']","['jfk', 'death']",['of'],['of'],0.75,1.0,1.0,0.42857142857142855,0.2857142857142857,0.6,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,12,12,0.0,0.0,0.0,0.0,0.47058823529411764
153,4,FORW,Palestinian prisoners         ,of 26 Palestinian prisoners   ,3 4,7 8 9 10,102,palestinian prisoners         ,of 26 palestinian prisoners   ,palestinian prisoners,of 26 palestinian prisoners,"['palestinian', 'prisoners']","['of', '26', 'palestinian', 'prisoners']","['palestinian', 'prisoners']","['of', '26', 'palestinian', 'prisoners']","('JJ', 'NNS')","('IN', 'CD', 'JJ', 'NNS')","['palestinian', 'prisoner']","['of', '26', 'palestinian', 'prisoner']","['palestinian', 'prisoner']","['26', 'palestinian', 'prisoner']",[],['of'],0.5,0.6666666666666666,0.5,0.14285714285714285,0.42857142857142855,0.3,0.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
154,5,EQUI,frees                         ,approves release              ,2,5 6,102,frees                         ,approves release              ,frees,approves release,['frees'],"['approves', 'release']",['frees'],"['approves', 'release']","('NNS',)","('NNS', 'NN')",['free'],"['approves', 'release']",['free'],"['approves', 'release']",[],[],0.0,0.0,0.0,0.0,0.14285714285714285,0.4,0.6,1.0,0.39596631368822577,1.0,6.341882547072944e-302,1.0,4.4608119217104676e-302,1.0,1.0,1.0,0.39596631368822577,1.0,1.0,4,10,0.0,1.0,0.3529411764705882,0.0,0.5882352941176471
155,2,REL,with Mandela family           ,to Mandela                    ,3 4 5,7 8,103,with mandela family           ,to mandela                    ,with mandela family,to mandela,"['with', 'mandela', 'family']","['to', 'mandela']","['with', 'mandela', 'family']","['to', 'mandela']","('IN', 'NNS', 'NN')","('TO', 'VB')","['with', 'mandela', 'family']","['to', 'mandela']","['mandela', 'family']",['mandela'],['with'],['to'],0.25,0.5,0.25,0.2857142857142857,0.14285714285714285,0.6,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,10,0.0,0.0,0.0,0.0,0.3529411764705882
156,5,EQUI,in 3 cities                   ,in three cities               ,8 9 10,7 8 9,104,in 3 cities                   ,in three cities               ,in 3 cities,in three cities,"['in', '3', 'cities']","['in', 'three', 'cities']","['in', '3', 'cities']","['in', 'three', 'cities']","('IN', 'CD', 'NNS')","('IN', 'CD', 'NNS')","['in', '3', 'city']","['in', 'three', 'city']","['3', 'city']","['three', 'city']",['in'],['in'],0.5,0.3333333333333333,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8,9,0.0,1.0,0.058823529411764705,0.0,0.5294117647058824
157,5,EQUI,Egypt 's leader               ,Egypt president               ,1 2 3,1 2,104,egypt 's leader               ,egypt president               ,egypt 's leader,egypt president,"['egypt', ""'s"", 'leader']","['egypt', 'president']","['egypt', 'leader']","['egypt', 'president']","('JJ', 'NN')","('NN', 'NN')","['egypt', 'leader']","['egypt', 'president']","['egypt', 'leader']","['egypt', 'president']",[],[],0.25,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.14285714285714285,0.6,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,12,0.0,1.0,0.1764705882352941,0.0,0.29411764705882354
158,4,BACK,Nobel Peace Prize             ,2012 Nobel Peace Prize        ,3 4 5,3 4 5 6,105,nobel peace prize             ,2012 nobel peace prize        ,nobel peace prize,2012 nobel peace prize,"['nobel', 'peace', 'prize']","['2012', 'nobel', 'peace', 'prize']","['nobel', 'peace', 'prize']","['2012', 'nobel', 'peace', 'prize']","('JJ', 'NN', 'NN')","('CD', 'JJ', 'NN', 'NN')","['nobel', 'peace', 'prize']","['2012', 'nobel', 'peace', 'prize']","['nobel', 'peace', 'prize']","['2012', 'nobel', 'peace', 'prize']",[],[],0.75,0.75,0.75,0.2857142857142857,0.42857142857142855,0.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
159,2,REL,for War Crimes                ,by War Crimes Tribunal        ,7 8 9,7 8 9 10,106,for war crimes                ,by war crimes tribunal        ,for war crimes,by war crimes tribunal,"['for', 'war', 'crimes']","['by', 'war', 'crimes', 'tribunal']","['for', 'war', 'crimes']","['by', 'war', 'crimes', 'tribunal']","('IN', 'NN', 'NNS')","('IN', 'NN', 'NNS', 'JJ')","['for', 'war', 'crime']","['by', 'war', 'crime', 'tribunal']","['war', 'crime']","['war', 'crime', 'tribunal']",['for'],['by'],0.4,0.6666666666666666,0.4,0.2857142857142857,0.42857142857142855,0.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5294117647058824
160,4,FORW,in Libya 's Benghazi          ,in Benghazi                   ,6 7 8 9,6 7,107,in libya 's benghazi          ,in benghazi                   ,in libya 's benghazi,in benghazi,"['in', 'libya', ""'s"", 'benghazi']","['in', 'benghazi']","['in', 'libya', 'benghazi']","['in', 'benghazi']","('IN', 'JJ', 'NN')","('IN', 'NN')","['in', 'libya', 'benghazi']","['in', 'benghazi']","['libya', 'benghazi']",['benghazi'],['in'],['in'],0.5,0.5,0.6666666666666666,0.42857142857142855,0.14285714285714285,0.7,0.3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9,1.0,1.0,0.0,0.9,9,9,0.0,0.0,0.0,0.0,0.0
161,4,FORW,at Swedish consulate          ,Swedish Consulate             ,3 4 5,4 5,107,at swedish consulate          ,swedish consulate             ,at swedish consulate,swedish consulate,"['at', 'swedish', 'consulate']","['swedish', 'consulate']","['at', 'swedish', 'consulate']","['swedish', 'consulate']","('IN', 'JJ', 'NN')","('JJ', 'NN')","['at', 'swedish', 'consulate']","['swedish', 'consulate']","['swedish', 'consulate']","['swedish', 'consulate']",['at'],[],0.6666666666666666,1.0,0.6666666666666666,0.2857142857142857,0.14285714285714285,0.6,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,9,0.0,0.0,0.0,0.0,0.5294117647058824
162,2,REL,will yield                    ,Spur                          ,5 6,6,108,will yield                    ,spur                          ,will yield,spur,"['will', 'yield']",['spur'],"['will', 'yield']",['spur'],"('MD', 'VB')","('NN',)","['will', 'yield']",['spur'],['yield'],['spur'],['will'],[],0.0,0.0,0.0,0.14285714285714285,0.0,0.6,0.4,0.25,0.4283457627196799,0.5745078928932736,5.791757374255525e-302,1.2522034614684949e-301,8.063194882148032e-302,0.0,0.6666666666666666,0.25,0.4283457627196799,0.5745078928932736,0.6666666666666666,11,8,1.0,0.0,0.1764705882352941,0.0,0.5294117647058824
163,4,BACK,hopes                         ,High Hopes                    ,2,7 8,108,hopes                         ,high hopes                    ,hopes,high hopes,['hopes'],"['high', 'hopes']",['hopes'],"['high', 'hopes']","('NNS',)","('JJ', 'NNS')",['hope'],"['high', 'hope']",['hope'],"['high', 'hope']",[],[],0.5,0.5,0.5,0.0,0.14285714285714285,0.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
164,5,EQUI,Record $ 38 bn                ,record US$ 38b                ,5 6 7 8,5 6 7,110,record $ 38 bn                ,record us$ 38b                ,record $ 38 bn,record us$ 38b,"['record', '$', '38', 'bn']","['record', 'us', '$', '38b']","['record', '38', 'bn']","['record', 'us', '38b']","('NN', 'CD', 'NN')","('NN', 'PRP', 'CD')","['record', '38', 'bn']","['record', 'u', '38b']","['record', '38', 'bn']","['record', 'u', '38b']",[],[],0.3333333333333333,0.2,0.2,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,11,0.0,1.0,0.058823529411764705,0.0,0.6470588235294118
165,3,BACK,NM County                     ,Some county officials         ,1 2,1 2 3,111,nm county                     ,some county officials         ,nm county,some county officials,"['nm', 'county']","['some', 'county', 'officials']","['nm', 'county']","['some', 'county', 'officials']","('NNS', 'NN')","('DT', 'NN', 'NNS')","['nm', 'county']","['some', 'county', 'official']","['nm', 'county']","['county', 'official']",[],['some'],0.25,0.3333333333333333,0.25,0.14285714285714285,0.2857142857142857,0.4,0.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,9,0.0,0.0,0.0,0.0,0.5294117647058824
166,3,SIMI,Prepares                      ,pave the way                  ,3,4 5 6,111,prepares                      ,pave the way                  ,prepares,pave the way,['prepares'],"['pave', 'the', 'way']",['prepares'],"['pave', 'the', 'way']","('NNS',)","('VB', 'DT', 'NN')",['prepares'],"['pave', 'the', 'way']",['prepares'],"['pave', 'way']",[],['the'],0.0,0.0,0.0,0.0,0.2857142857142857,0.3,0.7,0.0,0.0,0.0,0.0,5.670813666027525e-302,0.0,0.0,0.0,0.25,0.0,0.45005942938814136,0.4,5,10,0.0,1.0,0.29411764705882354,0.0,0.5294117647058824
167,3,FORW,for Same-Sex Marriages Hearing,for same-sex marriage         ,4 5 6 7,7 8 9,111,for same sex marriages hearing,for same sex marriage         ,for same sex marriages hearing,for same sex marriage,"['for', 'same', 'sex', 'marriages', 'hearing']","['for', 'same', 'sex', 'marriage']","['for', 'same', 'sex', 'marriages', 'hearing']","['for', 'same', 'sex', 'marriage']","('IN', 'JJ', 'NN', 'NNS', 'VBG')","('IN', 'JJ', 'NN', 'NN')","['for', 'same', 'sex', 'marriage', 'hear']","['for', 'same', 'sex', 'marriage']","['sex', 'marriage', 'hear']","['sex', 'marriage']","['for', 'same']","['for', 'same']",0.5,0.6666666666666666,0.8,0.5714285714285714,0.42857142857142855,0.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
168,5,EQUI,2020 Olympic Games            ,2020 Olympics                 ,4 5 6,6 7,112,2020 olympic games            ,2020 olympics                 ,2020 olympic games,2020 olympics,"['2020', 'olympic', 'games']","['2020', 'olympics']","['2020', 'olympic', 'games']","['2020', 'olympics']","('CD', 'NN', 'NNS')","('CD', 'NNS')","['2020', 'olympic', 'game']","['2020', 'olympics']","['2020', 'olympic', 'game']","['2020', 'olympics']",[],[],0.25,0.25,0.25,0.2857142857142857,0.14285714285714285,0.6,0.4,0.25,0.6188971751464533,0.0,1.0581126618778206e-301,0.0,0.0,0.0,0.8,0.25,0.6188971751464533,0.0,0.8,9,7,1.0,0.0,0.11764705882352941,0.0,0.4117647058823529
169,4,BACK,Indian police                 ,Mumbai police                 ,1 2,1 2,113,indian police                 ,mumbai police                 ,indian police,mumbai police,"['indian', 'police']","['mumbai', 'police']","['indian', 'police']","['mumbai', 'police']","('JJ', 'NN')","('NN', 'NN')","['indian', 'police']","['mumbai', 'police']","['indian', 'police']","['mumbai', 'police']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,9,0.0,0.0,0.0,0.0,0.5294117647058824
170,3,SIMI,round up                      ,arrest                        ,3 4,3,113,round up                      ,arrest                        ,round up,arrest,"['round', 'up']",['arrest'],"['round', 'up']",['arrest'],"('NN', 'RP')","('NN',)","['round', 'up']",['arrest'],['round'],['arrest'],['up'],[],0.0,0.0,0.0,0.14285714285714285,0.0,0.6,0.4,0.125,0.4283457627196799,0.0,6.675026857327775e-302,6.248273115577153e-302,5.589781138754386e-302,5.84978531984532e-302,0.5882352941176471,0.25,0.4283457627196799,0.5060189611780347,0.5882352941176471,11,7,1.0,0.0,0.23529411764705882,0.0,0.5882352941176471
171,4,FORW,all five suspects             ,fifth suspect                 ,5 6 7,4 5,113,all five suspects             ,fifth suspect                 ,all five suspects,fifth suspect,"['all', 'five', 'suspects']","['fifth', 'suspect']","['all', 'five', 'suspects']","['fifth', 'suspect']","('DT', 'CD', 'NNS')","('NNS', 'VBP')","['all', 'five', 'suspect']","['fifth', 'suspect']","['five', 'suspect']","['fifth', 'suspect']",['all'],[],0.0,0.3333333333333333,0.25,0.2857142857142857,0.14285714285714285,0.6,0.4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
172,4,FORW,in Mumbai rape case           ,in gang-rape case             ,8 9 10 11,6 7 8,113,in mumbai rape case           ,in gang rape case             ,in mumbai rape case,in gang rape case,"['in', 'mumbai', 'rape', 'case']","['in', 'gang', 'rape', 'case']","['in', 'mumbai', 'rape', 'case']","['in', 'gang', 'rape', 'case']","('IN', 'NN', 'NN', 'NN')","('IN', 'NN', 'NN', 'NN')","['in', 'mumbai', 'rape', 'case']","['in', 'gang', 'rape', 'case']","['mumbai', 'rape', 'case']","['gang', 'rape', 'case']",['in'],['in'],0.6,0.5,0.6,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.5882352941176471
173,4,BACK,Syria                         ,about Syria                   ,3,4 5,114,syria                         ,about syria                   ,syria,about syria,['syria'],"['about', 'syria']",['syria'],"['about', 'syria']","('NNS',)","('IN', 'NNS')",['syria'],"['about', 'syria']",['syria'],['syria'],[],['about'],0.5,1.0,0.5,0.0,0.14285714285714285,0.4,0.6,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,9,0.0,0.0,0.0,0.0,0.0
174,4,FORW,on chemical weapons           ,'s chemical weapons           ,4 5 6,6 7 8,114,on chemical weapons           ,'s chemical weapons           ,on chemical weapons,'s chemical weapons,"['on', 'chemical', 'weapons']","[""'s"", 'chemical', 'weapons']","['on', 'chemical', 'weapons']","['chemical', 'weapons']","('IN', 'NN', 'NNS')","('NN', 'NNS')","['on', 'chemical', 'weapon']","['chemical', 'weapon']","['chemical', 'weapon']","['chemical', 'weapon']",['on'],[],0.5,1.0,0.6666666666666666,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8,8,0.0,0.0,0.0,0.0,0.47058823529411764
175,3,BACK,US                            ,U.S. concerns                 ,1,1 2,114,us                            ,u s  concerns                 ,us,u s  concerns,['us'],"['u', 's', 'concerns']",['us'],"['u', 's', 'concerns']","('PRP',)","('JJ', 'NN', 'NNS')",['u'],"['u', 's', 'concern']",['u'],"['u', 'concern']",[],['s'],0.0,0.5,0.3333333333333333,0.0,0.2857142857142857,0.3,0.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
176,4,SIMI,to 6.2689                     ,to 6.2816                     ,4 5,4 5,115,to 6 2689                     ,to 6 2816                     ,to 6 2689,to 6 2816,"['to', '6', '2689']","['to', '6', '2816']","['to', '6', '2689']","['to', '6', '2816']","('TO', 'CD', 'CD')","('TO', 'CD', 'CD')","['to', '6', '2689']","['to', '6', '2816']","['6', '2689']","['6', '2816']",['to'],['to'],0.5,0.3333333333333333,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7,7,0.0,0.0,0.0,0.0,0.4117647058823529
177,5,EQUI,China yuan                    ,Chinese yuan                  ,1 2,1 2,115,china yuan                    ,chinese yuan                  ,china yuan,chinese yuan,"['china', 'yuan']","['chinese', 'yuan']","['china', 'yuan']","['chinese', 'yuan']","('NNS', 'VBP')","('JJ', 'NN')","['china', 'yuan']","['chinese', 'yuan']","['china', 'yuan']","['chinese', 'yuan']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,9,1.0,0.0,0.058823529411764705,0.0,0.5882352941176471
178,5,EQUI,in new constitution           ,On New Constitution           ,3 4 5,3 4 5,116,in new constitution           ,on new constitution           ,in new constitution,on new constitution,"['in', 'new', 'constitution']","['on', 'new', 'constitution']","['in', 'new', 'constitution']","['on', 'new', 'constitution']","('IN', 'JJ', 'NN')","('IN', 'JJ', 'NN')","['in', 'new', 'constitution']","['on', 'new', 'constitution']","['new', 'constitution']","['new', 'constitution']",['in'],['on'],0.5,1.0,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,14,14,0.0,0.0,0.0,0.0,0.8235294117647058
179,2,REL,kills wounds                  ,hits                          ,3 6,3,117,kills wounds                  ,hits                          ,kills wounds,hits,"['kills', 'wounds']",['hits'],"['kills', 'wounds']",['hits'],"('NNS', 'NNS')","('NNS',)","['kill', 'wound']",['hit'],"['kill', 'wound']",['hit'],[],[],0.0,0.0,0.0,0.14285714285714285,0.0,0.6,0.4,0.5,0.6188971751464533,0.7872539464466368,5.3409104305849775e-301,6.485223601205903e-301,5.150205855131635e-301,1.5915931784403932e-300,0.8888888888888888,0.5,0.6188971751464533,0.7872539464466368,0.8888888888888888,10,12,0.0,1.0,0.11764705882352941,0.0,0.7058823529411764
180,4,SIMI,on Timbuktu                   ,to Timbuktu                   ,5 6,5 6,118,on timbuktu                   ,to timbuktu                   ,on timbuktu,to timbuktu,"['on', 'timbuktu']","['to', 'timbuktu']","['on', 'timbuktu']","['to', 'timbuktu']","('IN', 'NN')","('TO', 'VB')","['on', 'timbuktu']","['to', 'timbuktu']",['timbuktu'],['timbuktu'],['on'],['to'],0.3333333333333333,1.0,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,9,0.0,0.0,0.0,0.0,0.0
181,5,EQUI,at joint industrial zone      ,to joint industrial zone      ,6 7 8 9,5 6 7 8,119,at joint industrial zone      ,to joint industrial zone      ,at joint industrial zone,to joint industrial zone,"['at', 'joint', 'industrial', 'zone']","['to', 'joint', 'industrial', 'zone']","['at', 'joint', 'industrial', 'zone']","['to', 'joint', 'industrial', 'zone']","('IN', 'JJ', 'JJ', 'NN')","('TO', 'VB', 'JJ', 'NN')","['at', 'joint', 'industrial', 'zone']","['to', 'joint', 'industrial', 'zone']","['joint', 'industrial', 'zone']","['joint', 'industrial', 'zone']",['at'],['to'],0.6,1.0,0.6,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11,11,0.0,0.0,0.0,0.0,0.6470588235294118
182,3,SIMI,to halt                       ,blocks                        ,3 4,3,119,to halt                       ,blocks                        ,to halt,blocks,"['to', 'halt']",['blocks'],"['to', 'halt']",['blocks'],"('TO', 'VB')","('NNS',)","['to', 'halt']",['block'],['halt'],['block'],['to'],[],0.0,0.0,0.0,0.14285714285714285,0.0,0.6,0.4,1.0,0.4650545544186692,1.0,7.262443651390244e-302,1.0,5.57204976541651e-302,1.0,1.0,1.0,0.4650545544186692,1.0,1.0,7,10,0.0,1.0,0.1764705882352941,0.0,0.5882352941176471
183,5,EQUI,N Korea                       ,North Korea                   ,1 2,1 2,119,n korea                       ,north korea                   ,n korea,north korea,"['n', 'korea']","['north', 'korea']","['n', 'korea']","['north', 'korea']","('NNS', 'VBP')","('JJ', 'NN')","['n', 'korea']","['north', 'korea']","['n', 'korea']","['north', 'korea']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,8,10,0.0,1.0,0.11764705882352941,0.0,0.47058823529411764
184,3,SIMI,on divisive constitution      ,on constitution change        ,3 4 5,3 4 5,120,on divisive constitution      ,on constitution change        ,on divisive constitution,on constitution change,"['on', 'divisive', 'constitution']","['on', 'constitution', 'change']","['on', 'divisive', 'constitution']","['on', 'constitution', 'change']","('IN', 'JJ', 'NN')","('IN', 'NN', 'NN')","['on', 'divisive', 'constitution']","['on', 'constitution', 'change']","['divisive', 'constitution']","['constitution', 'change']",['on'],['on'],0.5,0.3333333333333333,0.5,0.2857142857142857,0.2857142857142857,0.5,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,14,14,0.0,0.0,0.0,0.0,0.8235294117647058
185,3,BACK,final big immigration decisions,final big decisions in shaping immigration bill,3 4 5 6,5 6 7 8 9 10 11,121,final big immigration decisions,final big decisions in shaping immigration bill,final big immigration decisions,final big decisions in shaping immigration bill,"['final', 'big', 'immigration', 'decisions']","['final', 'big', 'decisions', 'in', 'shaping', 'immigration', 'bill']","['final', 'big', 'immigration', 'decisions']","['final', 'big', 'decisions', 'in', 'shaping', 'immigration', 'bill']","('JJ', 'JJ', 'NN', 'NNS')","('JJ', 'JJ', 'NNS', 'IN', 'VBG', 'NN', 'NN')","['final', 'big', 'immigration', 'decision']","['final', 'big', 'decision', 'in', 'shape', 'immigration', 'bill']","['final', 'big', 'immigration', 'decision']","['final', 'big', 'decision', 'shape', 'immigration', 'bill']",[],['in'],0.5714285714285714,0.6666666666666666,0.5714285714285714,0.42857142857142855,0.8571428571428572,0.19999999999999996,0.8,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,9,12,0.0,1.0,0.1764705882352941,0.0,0.7058823529411764
186,3,BACK,Committee                     ,Senate Judiciary Committee    ,1,1 2 3,121,committee                     ,senate judiciary committee    ,committee,senate judiciary committee,['committee'],"['senate', 'judiciary', 'committee']",['committee'],"['senate', 'judiciary', 'committee']","('NN',)","('NN', 'NN', 'NN')",['committee'],"['senate', 'judiciary', 'committee']",['committee'],"['senate', 'judiciary', 'committee']",[],[],0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.2857142857142857,0.3,0.7,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,7,8,0.0,1.0,0.058823529411764705,0.0,0.1764705882352941
187,4,FORW,for Boston bomb victims       ,for Boston victims            ,5 6 7 8,5 6 7,122,for boston bomb victims       ,for boston victims            ,for boston bomb victims,for boston victims,"['for', 'boston', 'bomb', 'victims']","['for', 'boston', 'victims']","['for', 'boston', 'bomb', 'victims']","['for', 'boston', 'victims']","('IN', 'NN', 'NN', 'NNS')","('IN', 'NN', 'NNS')","['for', 'boston', 'bomb', 'victim']","['for', 'boston', 'victim']","['boston', 'bomb', 'victim']","['boston', 'victim']",['for'],['for'],0.75,0.6666666666666666,0.75,0.42857142857142855,0.2857142857142857,0.6,0.4,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,10,10,0.0,0.0,0.0,0.0,0.5882352941176471
188,5,EQUI,in Canada train disaster      ,in Canadian train wreck       ,6 7 8 9,4 5 6 7,123,in canada train disaster      ,in canadian train wreck       ,in canada train disaster,in canadian train wreck,"['in', 'canada', 'train', 'disaster']","['in', 'canadian', 'train', 'wreck']","['in', 'canada', 'train', 'disaster']","['in', 'canadian', 'train', 'wreck']","('IN', 'NN', 'NN', 'NN')","('IN', 'JJ', 'NN', 'NN')","['in', 'canada', 'train', 'disaster']","['in', 'canadian', 'train', 'wreck']","['canada', 'train', 'disaster']","['canadian', 'train', 'wreck']",['in'],['in'],0.3333333333333333,0.2,0.3333333333333333,0.42857142857142855,0.42857142857142855,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10,11,0.0,1.0,0.058823529411764705,0.0,0.5882352941176471
189,4,BACK,UN presses                    ,UN chief presses              ,1 2,1 2 3,124,un presses                    ,un chief presses              ,un presses,un chief presses,"['un', 'presses']","['un', 'chief', 'presses']","['un', 'presses']","['un', 'chief', 'presses']","('JJ', 'NNS')","('JJ', 'JJ', 'NNS')","['un', 'press']","['un', 'chief', 'press']","['un', 'press']","['un', 'chief', 'press']",[],[],0.6666666666666666,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.2857142857142857,0.4,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,12,0.0,0.0,0.0,0.0,0.7058823529411764
